KEY	TYPE	CATEGORY	SECTION	DOMAIN	GRADELEVEL	DETAILS
CCSS.ELA-LITERACY.RF.3.4.C	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 3	ela-contentarea-standard	Reading: Foundational Skills	3	Use context to confirm or self-correct word recognition and understanding, rereading as necessary.
CCSS.ELA-LITERACY.RF.4.3	standard	English Language Arts Standards: Reading: Foundational Skills: Grade 4	ela-contentarea-standard	Reading: Foundational Skills	4	Know and apply grade-level phonics and word analysis skills in decoding words.
CCSS.ELA-LITERACY.RF.4.3.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 4	ela-contentarea-standard	Reading: Foundational Skills	4	Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.
CCSS.ELA-LITERACY.RF.4.4	standard	English Language Arts Standards: Reading: Foundational Skills: Grade 4	ela-contentarea-standard	Reading: Foundational Skills	4	Read with sufficient accuracy and fluency to support comprehension.
CCSS.ELA-LITERACY.RF.4.4.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 4	ela-contentarea-standard	Reading: Foundational Skills	4	Read grade-level text with purpose and understanding.
CCSS.ELA-LITERACY.RF.4.4.B	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 4	ela-contentarea-standard	Reading: Foundational Skills	4	Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.
CCSS.ELA-LITERACY.RF.4.4.C	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 4	ela-contentarea-standard	Reading: Foundational Skills	4	Use context to confirm or self-correct word recognition and understanding, rereading as necessary.
CCSS.ELA-LITERACY.RF.5.3	standard	English Language Arts Standards: Reading: Foundational Skills: Grade 5	ela-contentarea-standard	Reading: Foundational Skills	5	Know and apply grade-level phonics and word analysis skills in decoding words.
CCSS.ELA-LITERACY.RF.5.3.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 5	ela-contentarea-standard	Reading: Foundational Skills	5	Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.
CCSS.ELA-LITERACY.RF.5.4	standard	English Language Arts Standards: Reading: Foundational Skills: Grade 5	ela-contentarea-standard	Reading: Foundational Skills	5	Read with sufficient accuracy and fluency to support comprehension.
CCSS.ELA-LITERACY.RF.5.4.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 5	ela-contentarea-standard	Reading: Foundational Skills	5	Read grade-level text with purpose and understanding.
CCSS.ELA-LITERACY.RF.5.4.B	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 5	ela-contentarea-standard	Reading: Foundational Skills	5	Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.
CCSS.ELA-LITERACY.RF.5.4.C	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 5	ela-contentarea-standard	Reading: Foundational Skills	5	Use context to confirm or self-correct word recognition and understanding, rereading as necessary.
CCSS.ELA-LITERACY.W.K.1	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	Use a combination of drawing, dictating, and writing to compose opinion pieces in which they tell a reader the topic or the name of the book they are writing about and state an opinion or preference about the topic or book (e.g., My favorite book is...).
CCSS.ELA-LITERACY.W.K.2	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	Use a combination of drawing, dictating, and writing to compose informative/explanatory texts in which they name what they are writing about and supply some information about the topic.
CCSS.ELA-LITERACY.W.K.3	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	Use a combination of drawing, dictating, and writing to narrate a single event or several loosely linked events, tell about the events in the order in which they occurred, and provide a reaction to what happened.
CCSS.ELA-LITERACY.W.K.4	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	(W.K.4 begins in grade 3)
CCSS.ELA-LITERACY.W.K.5	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	With guidance and support from adults, respond to questions and suggestions from peers and add details to strengthen writing as needed.
CCSS.ELA-LITERACY.W.K.6	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	With guidance and support from adults, explore a variety of digital tools to produce and publish writing, including in collaboration with peers.
CCSS.ELA-LITERACY.W.K.7	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	Participate in shared research and writing projects (e.g., explore a number of books by a favorite author and express opinions about them).
CCSS.ELA-LITERACY.W.K.8	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.
CCSS.ELA-LITERACY.W.K.9	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	(W.K.9 begins in grade 4)
CCSS.ELA-LITERACY.W.K.10	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	(W.K.10 begins in grade 3)
CCSS.ELA-LITERACY.W.1.1	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	Write opinion pieces in which they introduce the topic or name the book they are writing about, state an opinion, supply a reason for the opinion, and provide some sense of closure.
CCSS.ELA-LITERACY.W.1.2	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	Write informative/explanatory texts in which they name a topic, supply some facts about the topic, and provide some sense of closure.
CCSS.ELA-LITERACY.W.1.3	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	Write narratives in which they recount two or more appropriately sequenced events, include some details regarding what happened, use temporal words to signal event order, and provide some sense of closure.
CCSS.ELA-LITERACY.W.1.4	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	(W.1.4 begins in grade 3)
CCSS.ELA-LITERACY.W.1.5	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	With guidance and support from adults, focus on a topic, respond to questions and suggestions from peers, and add details to strengthen writing as needed.
CCSS.ELA-LITERACY.W.1.6	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.
CCSS.ELA-LITERACY.W.1.7	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	Participate in shared research and writing projects (e.g., explore a number of `how-to` books on a given topic and use them to write a sequence of instructions).
CCSS.ELA-LITERACY.W.1.8	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.
CCSS.ELA-LITERACY.W.1.9	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	(W.1.9 begins in grade 4)
CCSS.ELA-LITERACY.W.1.10	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	(W.1.10 begins in grade 3)
CCSS.ELA-LITERACY.W.2.1	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	Write opinion pieces in which they introduce the topic or book they are writing about, state an opinion, supply reasons that support the opinion, use linking words (e.g., because, and, also) to connect opinion and reasons, and provide a concluding statement or section.
CCSS.ELA-LITERACY.W.2.2	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	Write informative/explanatory texts in which they introduce a topic, use facts and definitions to develop points, and provide a concluding statement or section.
CCSS.ELA-LITERACY.W.2.3	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	Write narratives in which they recount a well-elaborated event or short sequence of events, include details to describe actions, thoughts, and feelings, use temporal words to signal event order, and provide a sense of closure.
CCSS.ELA-LITERACY.W.2.4	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	(W.2.4 begins in grade 3)
CCSS.ELA-LITERACY.W.2.5	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	With guidance and support from adults and peers, focus on a topic and strengthen writing as needed by revising and editing.
CCSS.ELA-LITERACY.W.2.6	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.
CCSS.ELA-LITERACY.W.2.7	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	Participate in shared research and writing projects (e.g., read a number of books on a single topic to produce a report; record science observations).
